mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
53.750292897224426,0.26947200298309326,0.4400634765625,0.001165628433227539,20,4,5,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.3571000102052727,0.35799529465081353,0.3575476524280431,0.0004476422227704113,22
107.21603381633759,0.43284499645233154,0.8534805774688721,0.0002474784851074219,20,4,5,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.3622116230861849,0.36098793616563,0.36159977962590745,0.0006118434602774281,14
53.48771810531616,0.0908210277557373,0.43219149112701416,0.001696467399597168,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.360663710143444,0.36170633971950755,0.36118502493147575,0.0005213147880317737,17
107.16129052639008,0.4767266511917114,0.8361315727233887,0.0008854866027832031,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.3573549260928408,0.36160396808087,0.3594794470868554,0.0021245209940145837,19
60.62454128265381,0.19846653938293457,0.4875551462173462,0.004130005836486816,30,1,5,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.3607703974537802,0.36301547509079657,0.36189293627228836,0.0011225388185081842,13
120.72385311126709,0.334766149520874,0.9656884670257568,0.0034835338592529297,30,1,5,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.3649603038105227,0.36701456550994727,0.365987434660235,0.0010271308497122877,3
58.282790303230286,0.011669516563415527,0.45530807971954346,0.0038698911666870117,30,1,10,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.36582543227376535,0.36074823700223696,0.36328683463800115,0.002538597635764195,8
116.96717357635498,0.4814884662628174,0.8830065727233887,0.0019423961639404297,30,1,10,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.36415164431827773,0.36926731520656225,0.36670947976241997,0.002557835444142259,1
58.42537045478821,0.06979656219482422,0.47620606422424316,0.0010459423065185547,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.3533880159375609,0.36508235324006216,0.35923518458881154,0.005847168651250623,21
116.57495844364166,0.24203145503997803,0.8786849975585938,0.0006971359252929688,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.3645043363666265,0.3674110271917029,0.36595768177916466,0.0014533454125381928,4
56.75957441329956,0.2021465301513672,0.4596015214920044,7.510185241699219e-06,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.3590790800428946,0.36100326349637474,0.3600411717696347,0.0009620917267400553,18
107.21930086612701,0.07417809963226318,0.6799120903015137,0.005368947982788086,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.3633381536474238,0.36333161673900266,0.3633348851932132,3.268454210558769e-06,7
54.20461809635162,0.05997192859649658,0.43725335597991943,0.010743498802185059,30,4,5,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.35590692312926875,0.3562724480658155,0.3560896855975421,0.0001827624682733675,24
88.63530743122101,0.08272945880889893,0.6738550662994385,0.0019021034240722656,30,4,5,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.3622770638904401,0.36017192860502995,0.361224496247735,0.0010525676427050878,16
50.438663840293884,0.09333980083465576,0.369187593460083,0.0013134479522705078,30,4,10,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.3585967699641505,0.3600531968335361,0.35932498339884333,0.0007282134346927871,20
82.62901163101196,0.31931352615356445,0.6451724767684937,0.013975262641906738,30,4,10,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.3638546335675603,0.36037877449135186,0.36211670402945606,0.001737929538104227,12
